order_id,item_id,quantity,list_price,discount,order_status,order_month,store_id,staff_id,customer_city,customer_state,store_name,store_city,store_state,product_name,model_year,brand_name,category_name
7,3,2,429.0,0.1,4,2016010,2,6,Bellmore,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
8,1,1,269.99,0.05,4,2016010,2,7,Saratoga Springs,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
8,2,2,599.99,0.07,4,2016010,2,7,Saratoga Springs,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
9,1,2,3999.99,0.1,4,2016010,1,2,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
10,1,1,269.99,0.1,4,2016010,2,6,Yonkers,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
11,1,1,1799.99,0.05,4,2016010,2,7,Auburn,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
11,2,2,269.99,0.1,4,2016010,2,7,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
11,3,2,599.99,0.2,4,2016010,2,7,Auburn,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
12,1,2,2899.99,0.1,4,2016010,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
12,2,1,1680.99,0.05,4,2016010,1,2,San Diego,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
13,1,1,269.99,0.1,4,2016010,2,6,Niagara Falls,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
13,2,2,429.0,0.05,4,2016010,2,6,Niagara Falls,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
13,3,2,599.99,0.1,4,2016010,2,6,Niagara Falls,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
13,4,2,599.99,0.05,4,2016010,2,6,Niagara Falls,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
14,1,1,469.99,0.07,4,2016010,1,3,Torrance,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
15,1,2,549.99,0.07,4,2016010,2,7,Carmel,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
15,2,1,1799.99,0.07,4,2016010,2,7,Carmel,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
15,3,2,449.0,0.05,4,2016010,2,7,Carmel,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
15,4,2,299.99,0.2,4,2016010,2,7,Carmel,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
16,1,1,1799.99,0.2,4,2016011,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
16,2,1,269.99,0.05,4,2016011,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
16,3,2,269.99,0.07,4,2016011,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
16,4,1,269.99,0.07,4,2016011,1,3,Banning,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
17,1,1,1799.99,0.07,4,2016011,1,3,Pomona,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
17,2,1,299.99,0.1,4,2016011,1,3,Pomona,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
17,3,1,1320.99,0.1,4,2016011,1,3,Pomona,CA,Santa Cruz Bikes,Santa Cruz,CA,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
17,4,2,599.99,0.2,4,2016011,1,3,Pomona,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
18,1,2,749.99,0.2,4,2016011,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
18,2,1,269.99,0.05,4,2016011,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
18,3,1,3999.99,0.1,4,2016011,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
18,4,2,499.99,0.05,4,2016011,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
18,5,2,2999.99,0.1,4,2016011,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
19,1,1,1549.0,0.07,4,2016011,1,2,Encino,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
19,2,2,2999.99,0.2,4,2016011,1,2,Encino,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
20,1,1,2999.99,0.07,4,2016011,1,2,Canyon Country,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
20,2,2,1549.0,0.07,4,2016011,1,2,Canyon Country,CA,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
21,1,1,269.99,0.05,4,2016011,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
21,2,1,429.0,0.1,4,2016011,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
21,3,1,1549.0,0.07,4,2016011,2,6,Mount Vernon,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
22,1,2,529.99,0.2,4,2016011,1,2,Campbell,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
22,2,1,269.99,0.05,4,2016011,1,2,Campbell,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
23,1,2,2899.99,0.05,4,2016011,1,2,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
23,2,2,299.99,0.1,4,2016011,1,2,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
23,3,1,269.99,0.2,4,2016011,1,2,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
24,1,2,999.99,0.1,4,2016011,2,7,Floral Park,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
24,2,2,449.0,0.07,4,2016011,2,7,Floral Park,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
25,1,2,299.99,0.2,4,2016011,2,6,Baldwin,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
25,2,2,1549.0,0.2,4,2016011,2,6,Baldwin,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
25,3,1,269.99,0.2,4,2016011,2,6,Baldwin,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
25,4,1,269.99,0.2,4,2016011,2,6,Baldwin,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
25,5,1,269.99,0.1,4,2016011,2,6,Baldwin,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
26,1,1,3999.99,0.05,4,2016011,2,7,Wappingers Falls,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
26,2,1,749.99,0.2,4,2016011,2,7,Wappingers Falls,NY,Baldwin Bikes,Baldwin,NY,Ritchey Timberwolf Frameset - 2016,2016,Ritchey,Mountain Bikes
26,3,1,549.99,0.2,4,2016011,2,7,Wappingers Falls,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
26,4,2,269.99,0.07,4,2016011,2,7,Wappingers Falls,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
27,1,1,1320.99,0.2,4,2016011,2,7,Bronx,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
27,2,1,449.0,0.2,4,2016011,2,7,Bronx,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
27,3,2,599.99,0.07,4,2016011,2,7,Bronx,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
27,4,1,1799.99,0.07,4,2016011,2,7,Bronx,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
28,1,1,1320.99,0.05,4,2016011,2,6,Richmond Hill,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
28,2,2,3999.99,0.2,4,2016011,2,6,Richmond Hill,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
28,3,2,269.99,0.1,4,2016011,2,6,Richmond Hill,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
28,4,1,469.99,0.05,4,2016011,2,6,Richmond Hill,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
29,1,2,549.99,0.05,4,2016012,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
29,2,1,469.99,0.2,4,2016012,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
29,3,2,269.99,0.1,4,2016012,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
29,4,1,1799.99,0.2,4,2016012,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
29,5,2,269.99,0.05,4,2016012,2,6,Orchard Park,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
30,1,1,599.99,0.05,4,2016012,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
30,2,1,429.0,0.07,4,2016012,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
30,3,1,449.0,0.1,4,2016012,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
30,4,1,2899.99,0.1,4,2016012,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
30,5,2,3999.99,0.1,4,2016012,2,6,Merrick,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
31,1,2,1680.99,0.05,4,2016012,3,8,Harlingen,TX,Rowlett Bikes,Rowlett,TX,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
31,2,2,2999.99,0.2,4,2016012,3,8,Harlingen,TX,Rowlett Bikes,Rowlett,TX,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
32,1,2,1799.99,0.07,4,2016012,1,3,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
32,2,2,549.99,0.07,4,2016012,1,3,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
32,3,2,499.99,0.1,4,2016012,1,3,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
33,1,2,299.99,0.07,4,2016012,2,6,Selden,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
33,2,1,3999.99,0.1,4,2016012,2,6,Selden,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
34,1,2,1799.99,0.07,4,2016012,2,6,Buffalo,NY,Baldwin Bikes,Baldwin,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
34,2,2,1549.0,0.1,4,2016012,2,6,Buffalo,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
34,3,2,429.0,0.2,4,2016012,2,6,Buffalo,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
35,1,1,449.0,0.05,4,2016012,2,7,West Hempstead,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,Pure Cycles,Cruisers Bicycles
35,2,2,599.99,0.05,4,2016012,2,7,West Hempstead,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
35,3,1,1320.99,0.2,4,2016012,2,7,West Hempstead,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
35,4,2,269.99,0.07,4,2016012,2,7,West Hempstead,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
35,5,1,269.99,0.07,4,2016012,2,7,West Hempstead,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
36,1,1,2999.99,0.07,4,2016012,2,6,West Islip,NY,Baldwin Bikes,Baldwin,NY,Trek Conduit+ - 2016,2016,Trek,Electric Bikes
36,2,1,1320.99,0.05,4,2016012,2,6,West Islip,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
36,3,2,999.99,0.2,4,2016012,2,6,West Islip,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
37,1,2,599.99,0.05,4,2016012,2,6,Woodside,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
38,1,2,3999.99,0.05,4,2016012,2,7,Long Beach,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
38,2,1,299.99,0.07,4,2016012,2,7,Long Beach,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,Electra,Children Bicycles
38,3,1,499.99,0.2,4,2016012,2,7,Long Beach,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
38,4,2,1549.0,0.1,4,2016012,2,7,Long Beach,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler - 2016,2016,Surly,Cyclocross Bicycles
38,5,1,549.99,0.07,4,2016012,2,7,Long Beach,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Comfort Bicycles
39,1,2,269.99,0.2,4,2016012,2,7,Saint Albans,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
39,2,2,599.99,0.2,4,2016012,2,7,Saint Albans,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
39,3,2,999.99,0.05,4,2016012,2,7,Saint Albans,NY,Baldwin Bikes,Baldwin,NY,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
39,4,1,529.99,0.1,4,2016012,2,7,Saint Albans,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
40,1,1,429.0,0.2,4,2016012,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
40,2,2,1799.99,0.2,4,2016012,1,3,Coachella,CA,Santa Cruz Bikes,Santa Cruz,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,Trek,Mountain Bikes
41,1,1,1320.99,0.1,4,2016012,2,6,Ithaca,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
41,2,2,449.0,0.2,4,2016012,2,6,Ithaca,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
41,3,2,599.99,0.2,4,2016012,2,6,Ithaca,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
42,1,1,449.0,0.05,4,2016012,2,7,Rego Park,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles William 3-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
43,1,2,269.99,0.1,4,2016012,2,7,Liverpool,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
43,2,2,549.99,0.05,4,2016012,2,7,Liverpool,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 21D - 2016,2016,Electra,Cruisers Bicycles
44,1,1,3999.99,0.1,4,2016012,2,7,Hopewell Junction,NY,Baldwin Bikes,Baldwin,NY,Trek Slash 8 27.5 - 2016,2016,Trek,Mountain Bikes
44,2,1,599.99,0.05,4,2016012,2,7,Hopewell Junction,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Cruisers Bicycles
45,1,2,2899.99,0.2,4,2016012,2,7,Huntington Station,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
45,2,1,269.99,0.07,4,2016012,2,7,Huntington Station,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Children Bicycles
45,3,2,269.99,0.05,4,2016012,2,7,Huntington Station,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Children Bicycles
46,1,1,429.0,0.1,4,2016012,2,7,Central Islip,NY,Baldwin Bikes,Baldwin,NY,Pure Cycles Vine 8-Speed - 2016,2016,Pure Cycles,Cruisers Bicycles
47,1,1,469.99,0.05,4,2016012,2,7,Ossining,NY,Baldwin Bikes,Baldwin,NY,Surly Ice Cream Truck Frameset - 2016,2016,Surly,Mountain Bikes
47,2,1,529.99,0.1,4,2016012,2,7,Ossining,NY,Baldwin Bikes,Baldwin,NY,Electra Moto 1 - 2016,2016,Electra,Cruisers Bicycles
47,3,2,499.99,0.07,4,2016012,2,7,Ossining,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
47,4,1,269.99,0.2,4,2016012,2,7,Ossining,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
48,1,1,1680.99,0.1,4,2016013,2,7,Baldwinsville,NY,Baldwin Bikes,Baldwin,NY,Surly Straggler 650b - 2016,2016,Surly,Cyclocross Bicycles
48,2,1,2899.99,0.2,4,2016013,2,7,Baldwinsville,NY,Baldwin Bikes,Baldwin,NY,Trek Fuel EX 8 29 - 2016,2016,Trek,Mountain Bikes
48,3,2,1320.99,0.1,4,2016013,2,7,Baldwinsville,NY,Baldwin Bikes,Baldwin,NY,Heller Shagamaw Frame - 2016,2016,Heller,Mountain Bikes
48,4,2,269.99,0.07,4,2016013,2,7,Baldwinsville,NY,Baldwin Bikes,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,Electra,Cruisers Bicycles
49,1,2,269.99,0.07,4,2016013,2,6,Shirley,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
50,1,1,999.99,0.05,4,2016013,3,8,Corpus Christi,TX,Rowlett Bikes,Rowlett,TX,Surly Wednesday Frameset - 2016,2016,Surly,Mountain Bikes
50,2,2,599.99,0.07,4,2016013,3,8,Corpus Christi,TX,Rowlett Bikes,Rowlett,TX,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
50,3,2,269.99,0.2,4,2016013,3,8,Corpus Christi,TX,Rowlett Bikes,Rowlett,TX,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
51,1,1,269.99,0.05,4,2016020,2,7,Elmhurst,NY,Baldwin Bikes,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,Electra,Cruisers Bicycles
51,2,1,599.99,0.05,4,2016020,2,7,Elmhurst,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,Electra,Cruisers Bicycles
51,3,2,599.99,0.2,4,2016020,2,7,Elmhurst,NY,Baldwin Bikes,Baldwin,NY,Electra Townie Original 7D EQ - 2016,2016,Electra,Comfort Bicycles
52,1,1,499.99,0.07,4,2016020,1,2,Anaheim,CA,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D - 2015/2016,2016,Electra,Comfort Bicycles
