,Question,SQL Query,Method,Table,Label
10,What is the budget allocated to the completed Project Delta within the Marketing department?,"SELECT Budget FROM ProjectManagement WHERE ProjectName = ""Project Delta"" AND ProjectStatus = ""Completed"" AND Department = ""Marketing""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""5"" halign=""left"">Finance</th>
      <th colspan=""5"" halign=""left"">HR</th>
      <th colspan=""5"" halign=""left"">IT</th>
      <th colspan=""5"" halign=""left"">Marketing</th>
      <th colspan=""5"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>ProjectName</th>
      <th>Project Alpha</th>
      <th>Project Beta</th>
      <th>Project Delta</th>
      <th>Project Epsilon</th>
      <th>Project Gamma</th>
      <th>Project Alpha</th>
      <th>Project Beta</th>
      <th>Project Delta</th>
      <th>Project Epsilon</th>
      <th>Project Gamma</th>
      <th>Project Alpha</th>
      <th>Project Beta</th>
      <th>Project Delta</th>
      <th>Project Epsilon</th>
      <th>Project Gamma</th>
      <th>Project Alpha</th>
      <th>Project Beta</th>
      <th>Project Delta</th>
      <th>Project Epsilon</th>
      <th>Project Gamma</th>
      <th>Project Alpha</th>
      <th>Project Beta</th>
      <th>Project Delta</th>
      <th>Project Epsilon</th>
      <th>Project Gamma</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>383052.017404</td>
      <td>482722.896707</td>
      <td>706054.539465</td>
      <td>895689.301747</td>
      <td>986175.709214</td>
      <td>620619.681272</td>
      <td>237469.011567</td>
      <td>144291.817654</td>
      <td>492905.930175</td>
      <td>129149.338184</td>
      <td>1437.649551</td>
      <td>723471.236761</td>
      <td>121664.934629</td>
      <td>679868.592538</td>
      <td>808294.022205</td>
      <td>334141.387204</td>
      <td>624164.945801</td>
      <td>624342.223760</td>
      <td>437048.941596</td>
      <td>850838.691307</td>
      <td>935236.896684</td>
      <td>437089.361578</td>
      <td>451962.267986</td>
      <td>613237.426838</td>
      <td>277502.045135</td>
    </tr>
    <tr>
      <th></th>
      <td>424565.257396</td>
      <td>276946.761027</td>
      <td>170847.088977</td>
      <td>971093.742693</td>
      <td>588645.769526</td>
      <td>148772.073691</td>
      <td>600934.586980</td>
      <td>965929.268237</td>
      <td>209095.274113</td>
      <td>440023.516034</td>
      <td>865142.495083</td>
      <td>709631.876680</td>
      <td>410975.523775</td>
      <td>203531.131396</td>
      <td>17808.504571</td>
      <td>577070.459525</td>
      <td>650618.721018</td>
      <td>97293.366647</td>
      <td>679837.483174</td>
      <td>150469.845042</td>
      <td>566952.668949</td>
      <td>798325.946039</td>
      <td>742833.501629</td>
      <td>92286.293268</td>
      <td>122803.528664</td>
    </tr>
    <tr>
      <th></th>
      <td>584779.121819</td>
      <td>811124.051098</td>
      <td>15189.624575</td>
      <td>67052.045370</td>
      <td>647527.296324</td>
      <td>526392.473671</td>
      <td>94176.384194</td>
      <td>485532.530701</td>
      <td>28593.472288</td>
      <td>747299.609537</td>
      <td>372558.485155</td>
      <td>943984.528845</td>
      <td>304458.340693</td>
      <td>697581.881295</td>
      <td>416313.842570</td>
      <td>478779.621753</td>
      <td>416334.770741</td>
      <td>789699.227346</td>
      <td>651295.988206</td>
      <td>306895.281767</td>
      <td>279826.651074</td>
      <td>656704.312423</td>
      <td>661557.943519</td>
      <td>873199.001685</td>
      <td>928113.241952</td>
    </tr>
  </tbody>
</table>",624342.2237597122
11,What is the engagement score for positive feedback in the IT department?,"SELECT EngagementScore FROM EmployeeEngagement WHERE Department = ""IT"" AND FeedbackCategory = ""Positive""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackCategory</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>72.227391</td>
      <td>94.816012</td>
      <td>20.794555</td>
    </tr>
    <tr>
      <th></th>
      <td>68.195792</td>
      <td>50.440519</td>
      <td>37.352644</td>
    </tr>
    <tr>
      <th></th>
      <td>27.728193</td>
      <td>95.833939</td>
      <td>46.303600</td>
    </tr>
    <tr>
      <th></th>
      <td>94.317335</td>
      <td>6.900403</td>
      <td>2.622193</td>
    </tr>
    <tr>
      <th></th>
      <td>30.587054</td>
      <td>91.489543</td>
      <td>16.753728</td>
    </tr>
  </tbody>
</table>",46.3036004972162
12,What is the number of years of experience in Data Analysis for employees in the HR department who have an advanced level of proficiency?,"SELECT YearsOfExperience FROM EmployeeSkills WHERE Skill = ""Data Analysis"" AND ProficiencyLevel = ""Advanced"" AND Department = ""HR""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>ProficiencyLevel</th>
      <th colspan=""5"" halign=""left"">Advanced</th>
      <th colspan=""5"" halign=""left"">Beginner</th>
      <th colspan=""5"" halign=""left"">Intermediate</th>
    </tr>
    <tr>
      <th>Skill</th>
      <th>Communication</th>
      <th>Data Analysis</th>
      <th>Leadership</th>
      <th>Project Management</th>
      <th>Python</th>
      <th>Communication</th>
      <th>Data Analysis</th>
      <th>Leadership</th>
      <th>Project Management</th>
      <th>Python</th>
      <th>Communication</th>
      <th>Data Analysis</th>
      <th>Leadership</th>
      <th>Project Management</th>
      <th>Python</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>8.375574</td>
      <td>26.816767</td>
      <td>2.027594</td>
      <td>2.808989</td>
      <td>25.429438</td>
      <td>18.481600</td>
      <td>8.121333</td>
      <td>0.173291</td>
      <td>14.676321</td>
      <td>8.890960</td>
      <td>23.728862</td>
      <td>26.569136</td>
      <td>16.582807</td>
      <td>26.828145</td>
      <td>8.687445</td>
    </tr>
    <tr>
      <th></th>
      <td>23.834365</td>
      <td>19.015484</td>
      <td>25.548029</td>
      <td>7.442423</td>
      <td>11.997780</td>
      <td>3.870155</td>
      <td>6.728955</td>
      <td>3.544518</td>
      <td>3.493331</td>
      <td>14.459295</td>
      <td>3.659014</td>
      <td>23.268974</td>
      <td>27.273884</td>
      <td>0.825798</td>
      <td>26.157698</td>
    </tr>
    <tr>
      <th></th>
      <td>9.633164</td>
      <td>0.289485</td>
      <td>7.488780</td>
      <td>15.356770</td>
      <td>2.482201</td>
      <td>10.596664</td>
      <td>18.010953</td>
      <td>26.839639</td>
      <td>8.694701</td>
      <td>4.821534</td>
      <td>22.370993</td>
      <td>0.251852</td>
      <td>22.739258</td>
      <td>29.900201</td>
      <td>27.210423</td>
    </tr>
    <tr>
      <th></th>
      <td>8.401342</td>
      <td>2.920776</td>
      <td>16.762403</td>
      <td>9.407182</td>
      <td>17.907267</td>
      <td>18.789096</td>
      <td>6.605981</td>
      <td>23.952614</td>
      <td>22.075081</td>
      <td>19.187707</td>
      <td>26.140550</td>
      <td>8.007421</td>
      <td>23.169381</td>
      <td>3.292873</td>
      <td>17.433894</td>
    </tr>
    <tr>
      <th></th>
      <td>15.364388</td>
      <td>6.407442</td>
      <td>8.480176</td>
      <td>10.145407</td>
      <td>21.594043</td>
      <td>11.556110</td>
      <td>21.978742</td>
      <td>10.878431</td>
      <td>7.925819</td>
      <td>20.564103</td>
      <td>18.074345</td>
      <td>17.145743</td>
      <td>0.289457</td>
      <td>27.910106</td>
      <td>6.242535</td>
    </tr>
  </tbody>
</table>",19.0154842669096
13,What is the work week number for employees in the IT department who received an average performance rating?,"SELECT WorkWeek FROM EmployeeWorkHours WHERE Department = ""IT"" AND PerformanceRating = ""Average""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""4"" halign=""left"">Finance</th>
      <th colspan=""4"" halign=""left"">HR</th>
      <th colspan=""4"" halign=""left"">IT</th>
      <th colspan=""4"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>28.872754</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>68.954772</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>61.312855</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>38.654965</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>75.004561</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>45.12435</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>33.872233</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>36.116835</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>58.824934</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>1.341708</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>75.618053</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>72.622825</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>50.136184</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>3.522386</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>50.854165</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>2.988296</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",39.0
14,"What was the neutral feedback score recorded for the marketing department on January 1, 2020?","SELECT FeedbackScore FROM EmployeeFeedback WHERE Department = ""Marketing"" AND FeedbackType = ""Neutral"" AND FeedbackDate = ""2020-01-01""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>5.025018</td>
      <td>7.481308</td>
    </tr>
    <tr>
      <th></th>
      <td>0.006991</td>
      <td>3.370559</td>
    </tr>
    <tr>
      <th></th>
      <td>1.719528</td>
      <td>5.611093</td>
    </tr>
    <tr>
      <th></th>
      <td>8.076881</td>
      <td>8.780789</td>
    </tr>
    <tr>
      <th></th>
      <td>2.631598</td>
      <td>1.316065</td>
    </tr>
    <tr>
      <th></th>
      <td>3.580689</td>
      <td>9.271933</td>
    </tr>
    <tr>
      <th></th>
      <td>2.186671</td>
      <td>5.033969</td>
    </tr>
    <tr>
      <th></th>
      <td>1.600235</td>
      <td>2.918868</td>
    </tr>
    <tr>
      <th></th>
      <td>0.394194</td>
      <td>5.594428</td>
    </tr>
    <tr>
      <th></th>
      <td>5.674801</td>
      <td>8.242111</td>
    </tr>
    <tr>
      <th></th>
      <td>3.354810</td>
      <td>9.851350</td>
    </tr>
    <tr>
      <th></th>
      <td>3.797957</td>
      <td>9.022037</td>
    </tr>
  </tbody>
</table>",1.6002353687905113
15,What is the performance rating for Supplier D in the North region?,"SELECT PerformanceRating FROM SupplierPerformance WHERE SupplierName = ""Supplier D"" AND Region = ""North""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SupplierName</th>
      <th>Supplier A</th>
      <th>Supplier B</th>
      <th>Supplier C</th>
      <th>Supplier D</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>4.657902</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>5.493244</td>
      <td>8.577997</td>
    </tr>
    <tr>
      <th></th>
      <td>0.796041</td>
      <td>9.340539</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>2.858100</td>
      <td>1.537602</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",8.577997043773811
16,"What is the quality rating for suppliers who deliver early, have a high product defect rate, and are rated as having dissatisfied customers?","SELECT QualityRating FROM SupplierQuality WHERE DeliveryPerformance = ""Early"" AND ProductDefectRate = ""High"" AND CustomerSatisfaction = ""Dissatisfied""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>CustomerSatisfaction</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>7.979298</td>
      <td>8.721978</td>
      <td>7.858608</td>
    </tr>
    <tr>
      <th></th>
      <td>9.237455</td>
      <td>9.956871</td>
      <td>0.178570</td>
    </tr>
    <tr>
      <th></th>
      <td>0.197946</td>
      <td>8.131993</td>
      <td>7.343018</td>
    </tr>
    <tr>
      <th></th>
      <td>9.763677</td>
      <td>2.878656</td>
      <td>3.483702</td>
    </tr>
    <tr>
      <th></th>
      <td>9.908879</td>
      <td>9.842219</td>
      <td>6.270209</td>
    </tr>
    <tr>
      <th></th>
      <td>5.198773</td>
      <td>7.134808</td>
      <td>1.603458</td>
    </tr>
    <tr>
      <th></th>
      <td>3.271237</td>
      <td>0.298611</td>
      <td>4.311405</td>
    </tr>
    <tr>
      <th></th>
      <td>6.917722</td>
      <td>2.085216</td>
      <td>2.747656</td>
    </tr>
    <tr>
      <th></th>
      <td>8.243438</td>
      <td>4.692054</td>
      <td>2.579785</td>
    </tr>
  </tbody>
</table>",9.763677022028258
17,What is the compensation amount for an HR Specialist working in the Sales department?,"SELECT Salary FROM EmployeeCompensation WHERE JobTitle = ""HR Specialist"" AND Department = ""Sales""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>96312.895978</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>145420.574865</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>48886.976558</td>
      <td>64741.157756</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>127336.175813</td>
      <td>92425.517045</td>
      <td>67270.192580</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>155677.504297</td>
      <td>170154.594412</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",145420.5748646733
18,What is the rating given by the customer with ID C100 for neutral feedback?,"SELECT Rating FROM ProductFeedback WHERE FeedbackType = ""Neutral"" AND CustomerID = ""C100""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>CustomerID</th>
      <th>C001</th>
      <th>C100</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>4.048301</td>
      <td>4.671300</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>3.064158</td>
    </tr>
    <tr>
      <th></th>
      <td>3.590151</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",3.064157898251703
19,What is the number of hours worked on pending development tasks by the HR department?,"SELECT HoursWorked FROM EmployeeWorkload WHERE Department = ""HR"" AND TaskType = ""Development"" AND WorkStatus = ""Pending""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>TaskType</th>
      <th colspan=""3"" halign=""left"">Development</th>
      <th colspan=""3"" halign=""left"">Documentation</th>
      <th colspan=""3"" halign=""left"">Testing</th>
    </tr>
    <tr>
      <th>WorkStatus</th>
      <th>Completed</th>
      <th>In Progress</th>
      <th>Pending</th>
      <th>Completed</th>
      <th>In Progress</th>
      <th>Pending</th>
      <th>Completed</th>
      <th>In Progress</th>
      <th>Pending</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>25.137595</td>
      <td>56.640657</td>
      <td>67.955532</td>
      <td>76.940782</td>
      <td>41.257140</td>
      <td>43.630709</td>
      <td>17.818012</td>
      <td>63.029814</td>
      <td>13.344211</td>
    </tr>
    <tr>
      <th></th>
      <td>11.242154</td>
      <td>57.204585</td>
      <td>13.751261</td>
      <td>66.128062</td>
      <td>51.728648</td>
      <td>57.538753</td>
      <td>64.511400</td>
      <td>51.189414</td>
      <td>25.318568</td>
    </tr>
    <tr>
      <th></th>
      <td>21.158299</td>
      <td>52.939392</td>
      <td>33.495402</td>
      <td>48.180070</td>
      <td>25.902094</td>
      <td>10.508092</td>
      <td>22.772186</td>
      <td>51.904369</td>
      <td>17.420195</td>
    </tr>
    <tr>
      <th></th>
      <td>62.393228</td>
      <td>37.631404</td>
      <td>23.030992</td>
      <td>15.592560</td>
      <td>8.744587</td>
      <td>36.026948</td>
      <td>17.267221</td>
      <td>56.529480</td>
      <td>27.549823</td>
    </tr>
  </tbody>
</table>",13.751261278816678
20,What is the total amount of orders that were successfully delivered for the customer with ID 407793974?,"SELECT OrderAmount FROM CustomerOrders WHERE OrderStatus = ""Delivered"" AND CustomerID = ""407793974""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>OrderStatus</th>
      <th>Cancelled</th>
      <th>Delivered</th>
      <th>Pending</th>
      <th>Shipped</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>7699.351011</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>2877.404741</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>7595.118406</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>3482.945829</td>
    </tr>
  </tbody>
</table>",7699.351010720242
21,"What is the return amount for items in the Home Goods category that were returned for reasons classified as ""Other""?","SELECT ReturnAmount FROM ProductReturns WHERE ProductCategory = ""Home Goods"" AND ReturnReason = ""Other""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ProductCategory</th>
      <th>Books</th>
      <th>Clothing</th>
      <th>Electronics</th>
      <th>Home Goods</th>
      <th>Toys</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>674.516018</td>
      <td>513.293640</td>
      <td>NaN</td>
      <td>765.931935</td>
      <td>362.430060</td>
    </tr>
    <tr>
      <th></th>
      <td>181.687019</td>
      <td>58.632383</td>
      <td>635.608564</td>
      <td>149.730833</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>NaN</td>
      <td>530.287697</td>
      <td>NaN</td>
      <td>684.262233</td>
    </tr>
    <tr>
      <th></th>
      <td>768.061253</td>
      <td>301.267187</td>
      <td>844.228041</td>
      <td>206.876784</td>
      <td>741.968260</td>
    </tr>
    <tr>
      <th></th>
      <td>279.977857</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>887.463417</td>
      <td>783.144757</td>
    </tr>
  </tbody>
</table>",206.87678426437193
22,What was the productivity score for the HR department during the third quarter of 2023?,"SELECT ProductivityScore FROM EmployeeProductivity WHERE Department = ""HR"" AND ReviewPeriod = ""Q3 2023""",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th></th>
      <td>21.717543</td>
      <td>92.669411</td>
      <td>NaN</td>
      <td>89.448040</td>
      <td>77.944600</td>
    </tr>
    <tr>
      <th></th>
      <td>32.532943</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>NaN</td>
      <td>90.074154</td>
      <td>0.746094</td>
      <td>94.704152</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th></th>
      <td>27.839002</td>
      <td>NaN</td>
      <td>87.934344</td>
      <td>30.802938</td>
      <td>34.978695</td>
    </tr>
  </tbody>
</table>",0.7460938315756782
